,text
2647,Thank u my team https://t.co/kTIexOfCTy
2648,That’s sweet https://t.co/OiK7DoIQVJ
2649,Thank u https://t.co/tzrZNka3Ig
2650,Wanted so much for u to sing Udi Udi. Thanks for ur wishes  https://t.co/TgVHkIp3nV
2651,Just landed in Mumbai and saw this by Deepak https://t.co/gn0stq4NHs
2652,Thank u https://t.co/pbfVKWRT6y
2653,Thank u https://t.co/nmSrcWlcXR
2654,Aa Raha Hoon Mumbai to Delhi ... aur iss baar train se! #RaeesByRail https://t.co/ONPsvYoP1T
2655,Well done https://t.co/fmeyUJJigX
2656,Yes I think girls will look very cool in Raees black pathani https://t.co/gDHz2pcnSj
2657,Thank u all sweet Bengal https://t.co/9PexLTVP7A
2658,Thank u https://t.co/7luEIrAuil
2659,It’s good na https://t.co/yTZ9UpDyJL
2660,Thank u for ur love https://t.co/rd1N8W1Tjs
2661,Thank u boys and girls.  https://t.co/o9Zwe6YJmN
2662,Thank u boys and girls but be safe. No bursting crackers etc inside the halls… please. https://t.co/LI6Z4Nquzc
2663,Thank u Mark &amp; Subi. Good meeting u after a long time.  https://t.co/gQPlfLbzca
2664,3days left &amp; Raees is waiting for u all. We r open for advance at @inoxmovies @indiacinepolis @carnivalcine already https://t.co/FSUzyRKr2o
2665,Thank u boys and girls https://t.co/hPis8BghVy
2666,Thank u boys and girls https://t.co/akFEzggbaN
2667,#3DaysToRaeesKaDin https://t.co/aFkxQJxYKZ
2668,And Bola Na “Battery Nahi Bolne Ka…” https://t.co/6RK3AxEKWN
2669,Thank u. Way toooo much fun. Please send me some merchandise too. https://t.co/eTA8wLJOLH
2670,And if the glasses r 3D then I guess Battery bol lo…Alas Raees is in 2D but the story is multidimensional. https://t.co/8AynmTUQWF
2671,And I think I am the most loved. Now don’t keep standing here book ur tickets…advance opens tom. #RaeesAdvance https://t.co/h9XsJRjOy4
2672,How cool 2 hav rides of ur films &amp; way cooler is ur lil baby is the first 1 2 go on the ride with u! Papa is a hero! https://t.co/Sh341BPKRg
2673,Thank u Arabian centre thank u Dubai https://t.co/vMXhzoGU2l
2674,Thank u team Kapil. Wahaan bhi aa raha hoon…to have my dose of laughter. https://t.co/euzAtPLkpq
2675,#4DaysToRaeesKaDin https://t.co/1DzL1mQUOu
2676,I like.  https://t.co/e2Q6d07woC
2677,It’s amazing.  https://t.co/Uu7VwNm86w
2678,Sweet Bengal https://t.co/x7k0KQSCYw
2679,It was nice to meet u too https://t.co/ci2XDskCFV
2680,Where were u lovely girls when I was in college!! Now go and watch the film.  https://t.co/Hnqjs8jWY6
2681,You all r very pretty too https://t.co/YhY1bRFePu
2682,Thank u guys and girls. This is encouraging.  https://t.co/5OltrPyfDu
2683,Thank u all those who r already pre booking tickets at the halls. See u at a theatre near u... https://t.co/8Wi8WtniAh
2684,Exhausted…phir bhi aa raha hoon. https://t.co/GncqJDdVNV
2685,What amazing talent all around… https://t.co/VUjnyMZ7FW
2686,"Apna time shuru! #RaeesPreBookings are now open...

https://t.co/fAI4E6Ctay https://t.co/7vj71Qawgt"
2687,Thank u @sanjaymanjrekar  for saying the dialogue like me…but sending u my version. Just… https://t.co/MyRstC2J2w
2688,So good to see Yuvraj &amp; Dhoni play as they r doing. Really Sheron ka zamaana hota hai…
2689,"Din aur raat logon ke hote hai. #SheronKaZamaana hota hai.

https://t.co/gE1Q1gu5uQ"
2690,Extremely sweet muah! https://t.co/sQqyb90QgA
2691,All the best @karanjohar for ur foray into writing. May readers learn from the eventful life u have led. https://t.co/8M8mJSRDuQ
2692,"Here's what happens when you call Raees ""battery""?  #BatteryNahiBolneka

https://t.co/l5CCgp6SNv"
2693,"Bachpan se ab tak bahut bol liya. Chashmish, Mr Four Eyes, Specky, etc.  Lekin Ab... #BatteryNahiBolneka https://t.co/aSh4Xw2UD5"
2694,Thank u so much https://t.co/R8RyFseQAg
2695,Wow what all is possible in a room!!! https://t.co/hyVdufbNkv
2696,My conversations with my 3 &amp; something baby r the most enlightening. The rest is just talk… https://t.co/5fXxUuSSe6
2697,Go Kedar Jadhav &amp; @imVkohli . So well played both. Let’s win this India.
2698,You r like my own baby. All the best @iTIGERSHROFF https://t.co/zL07mbTrxd
2699,"Is it me not keeping pace or is it,that time is not upto speed. Slacken or Hasten?Screw it let’s just take a selfie https://t.co/b9vWLj3BVA"
2700,Very sweet https://t.co/HMTHtgfsx8
2701,Back home after a long day at work. Need to eat some and sleep even more.
2702,"Peace, prosperity, happiness to all on Makar Sankranti. #UdiUdiJaye like the kites in the sky. https://t.co/bFAIzuucv3"
2703,"Raees bano, dimaag aur daring ke saath. #RaeesKaDimaagAurDaring 

https://t.co/LuQxJ7dm9u"
2704,Very sweet baby Raees https://t.co/k2ep66zIoK
2705,Pehle biwi ka chehra dekh le phir film dekh lena baad mein…uske saath https://t.co/tmMvtoMI1S
2706,Chalega  https://t.co/S6cKJhbXKk
2707,Please eat something now https://t.co/TV52QwqOvA
2708,U got the Zaalima right!! https://t.co/pRfc2pEJt8
2709,Nice https://t.co/KU2NmD1qG7
2710,Madame Raees!! https://t.co/r5haf9JcPC
2711,When u sing garba it sounds even better Arvind bhai. Thank u https://t.co/3bKjJce8k0
2712,Kya baat hai yaar. https://t.co/8xvOjLI3pH
2713,Thank u https://t.co/6bx4m1CIo6
2714,This is excellent. Please everyone watch this. Was myself wanting a mix like this. U r wonderful guys. Thx so much https://t.co/iXkKPxAb7Q
2715,U sing like a dream. Thank u https://t.co/wYpgjyWZdL
2716,Likewise. Thank u  https://t.co/Q1y0JxrnYE
2717,The caricature is awesome. https://t.co/cWSt7e2m0F
2718,Thank u for the gifts. U r kind.  https://t.co/5IPj2qiwUw
2719,Thank U Nitin https://t.co/MvCpnACT9I
2720,U were sweet as always. Thx for waiting till late  https://t.co/L7D4XcsU1J
2721,Thank u . How lovely  https://t.co/glhPiSkqVz
2722,U r beautiful.  https://t.co/1StiKX8kjg
2723,Thank you Himesh Bhai... #UdiUdiJaaye https://t.co/mecjs9mKwe
2724,Thank u my friend. Was fun trying to sing along with u last night.  https://t.co/tiMf8XmM5J
2725,Need to wrap up on #AskSRK. Feeling a bit woozy. Will catch up on some sleep have loads of work to finish. Thank u all..&amp; love to u.
2726,Very nice https://t.co/CTDrgvYxFl
2727,Nitin Haazir hai https://t.co/42S5nU0VtG
2728,No don't think like that please https://t.co/dvYNO1Dn7m
2729,Introvert https://t.co/fUzSZ7SXzh
2730,Don't like wishing people birthdays on twitter. Will try and do it personally on the phone or SMS. https://t.co/0Q6dLZQlVk
2731,Fictional...which real person would sing Zaalima...ha ha https://t.co/hMd3UcyaY2
2732,Yes in bits and pieces. The film is set in Gujarat https://t.co/5zxwzXqieI
2733,Woh zaroor sunna jo Ammi jaan kehti hain https://t.co/jRWhVADOLc
2734,Not yet have to catch up on films https://t.co/ETS1ejqq6Y
2735,Very sweet now do one on Udi Udi jaaye https://t.co/gQ8aUqFlVE
2736,Go go look after them please. https://t.co/ZGT8hN5GFN
2737,Aa raha hoon... https://t.co/GuAog7Uqup
2738,Hate is too big a burden to bear...stick to love. https://t.co/KQBGWi6Awd
2739,Please see it on 25 only...pehle hi bohat shift kar Lee... https://t.co/lLaYQtQXsG
2740,Just that there are such few hours in a day...kam padhte hain. https://t.co/H1PSBjEuEZ
2741,Thank u and get well soon https://t.co/By6dAE9BNe
2742,My kids should do what their calling is...not my job necessarily. https://t.co/lmzYHbhMno
2743,Do it on the right dimple...the left one is busy. https://t.co/1pbGwAuwkQ
2744,Confusing...I never know what I will do next... https://t.co/xc6cQltxpC
2745,Yes it is. But Sameer &amp; Arsh helped with the Garba moves. Hectic but fun. https://t.co/j8B0BwPg1e
2746,It was fun mainly because of the choreographers Sameer &amp; Arsh Tanna. Difficult on the knee though... https://t.co/VaCqEbUBuk
2747,Yes will come for sure https://t.co/09tWbBJ1AC
2748,Drank my cough syrup... https://t.co/Un0MPdKZHr
2749,Happy flying...hope Udi Udi jaaye https://t.co/MOLhZ4ErAK
2750,Title not decided yet!!! https://t.co/jPpnILKNpD
2751,Do they?? I had no idea. Will take a look at them again..maybe. https://t.co/RKVDNaUvHJ
2752,I love him like we all do. As long as he is playing will be happy. https://t.co/NhO519Zmtk
2753,He is right! https://t.co/pvG95g5HlW
2754,Thank u hope u enjoy it https://t.co/D7u5IxMzlO
2755,Ha ha right now Dhokla time https://t.co/AeBWS2L2XW
2756,Nawaz bhai is a gem of an actor and too much fun to work with. https://t.co/DAdrKk512c
2757,Stand up for your actions &amp; responsibilities...love your family https://t.co/3s9dlippzo
2758,Have been busy with work so haven't seen it yet. Have promised Aamir will see it soon on a free day. It's awesome l… https://t.co/C0TKiYa6pq
2759,Love to you https://t.co/Qj1Hbb0q9I
2760,Sorry been working round the clock mostly never at home. https://t.co/18gSMrEHux
2761,Jo aapke mann ko bhaye. Think Udi Udi for the period of Sankranti is more apt. Hope u all like it. https://t.co/14xrKJHBDO
2762,Going back to manual photography so got myself a classic Leica to mess about with. https://t.co/IJgS6XL15u
2763,The next one. Some really good music in the film.Relevant yet popular space https://t.co/atoxQvFjz3
2764,Like I said it's the fever. https://t.co/BgOqjgnazf
2765,3 Songs out. Thought will do an #AskSRK for a bit. Warning: have fever so do questions for the soul....let's go
2766,"It's almost Makar Sankranti, dil ki patang dekho #UdiUdiJaye

https://t.co/rtB4ezKAnz"
2767,On behalf of the team thank u @RajaSen for appreciating the nuances of Fan. This one was from the heart &amp; guts. It’s encouraging u like.
2768,This one is different.  https://t.co/fifTNgQFtH
2769,Very nice https://t.co/U0X3HrOimm
2770,@sanyamalhotra07 will have to relearn from u. Fantastic.  https://t.co/5AbqICigav
2771,Very well done. Thank u https://t.co/yVb1hluZGW
2772,"“Gods garden must b beautiful, He always takes the best“ Will miss ur laughter over the shared brandy in Berlin. Will miss u lots Omji. RIP"
2773,I really wish all of us develop a sense of dignity of labour for ourselves &amp;others. Har Dhanda bada hota hai https://t.co/ak1x5NRNjR
2774,Tum gaate hi aise ho pyaar khud bahar aa jaata hai. Thx again. https://t.co/GCzcxKWcdK
2775,So glad u like it… u r the romantic numbers master my friend. https://t.co/lPc30k0l7w
2776,"RT @RedChilliesEnt: #Zaalima, the romantic new song from Raees, is available exclusively on @gaana! Tune in today.
https://t.co/SEBFuphKHx…"
2777,Aap ji n aap ji de pure parivar nu Dhan Dhan SHRI GURU GOBIND SINGH JI de prakash purab di lakh lakh wadhai. May all feel the love.
2778,@TheArijitSingh @BoscoMartis @HarshdeepKaur Amitabh Bhattacharya &amp; produced by Jam8 @ipritamofficial company for upcoming composers. Big thx
2779,"Jaan se #Zaalima tak.... Hope you all like it! 

https://t.co/be6xJ2NQnj"
2780,Tere pyaar mein parwana khaakh ho jayega...yaad rakhna. O #Zaalima https://t.co/L2YWgM1bcp
2781,"The hair,the hands the pose all was perfect. 10/10 awesome!!  https://t.co/PbPdeaY1IV"
2782,Har Dhak Dhak mein Tera naam hai... O Zaalima. https://t.co/ZTmWo6vH2S
2783,"Arz Kiya Hai... O Zaalima, Kitna Behkaaogi... #ZaalimaTomorrow https://t.co/lYS6T9q1tP"
2784,"Singing aati ho ya nahi, Zaalima ke liye toh gungunana padega. #Zaalima5thJan https://t.co/sVWLkYkNSU"
2785,"RT @RedChilliesEnt: Business ya cinema... shuru karne se pehle unke taur-tareeke seekh lo! Film shuru, phone bandh. #RaeesKiSuno @iamsrk
ht…"
2786,"RT @nishiprem: rahi na taaqat-e-guftaar aur agar ho bhi...
toh kis umeed pe kahiye ki aarzoo kya hai...
#Ghalib"
2787,Very cool. Quite a difficult song to do in English but u guys did it very well. Thx Just2 https://t.co/T9oNLEPem3
2788,"Jis Dil ki dhadkan tu ho Aise dil ko kya dhadkana,
O Zaalima. Hope u all liked the new poster of Raees. Action ho Gaya Romance to follow."
2789,O #Zaalima... https://t.co/k2ZYrvV4nR
2790,Tu shama hai toh yaad rakhna... Main bhi hoon parwana... https://t.co/d0Y002yKyT
2791,Very funny.  https://t.co/D3qtAO4dfX
2792,"Here's presenting the first look of the biopic on #MariyappanThangavelu, our very own national hero, all the best… https://t.co/MclkPxlWqC"
2793,"Wot ever it is u stopped from doing last yr.Do it in 2017. Love, Family, Job wotever.If it scares u do it more &amp; u will b happier. HNY 2 all"
2794,Thx @gqindia for the cover &amp; apologies…only this pic beats ur cover for Jan. Am sure u will agree too. https://t.co/z5OoRGcmu0
2795,Kya lag rahe ho! Wear this instead of the helmet this season. Anyway the bowlers need it when u r batting not u. https://t.co/g8pIsAIcNr
2796,"Thk u GQ. It’s my lil joke that I am bloody GQ, didn’t ever think i would b on ur cover. Now I feel handsome tonite https://t.co/bcUc6SLcPh"
2797,Cleaning 25yrs of costumes collected from my films. From the ‘cool’ chain 2 Fan jacket. Nostalgic..i hav been so many ppl &amp; still been none
2798,Kinda sexy chikna. Thank u for the interview. https://t.co/9LLKF7N9bR
2799,Very nice.  https://t.co/ppKSk4KHCY
2800,Singular late nights…it’s only about reflecting &amp; the film u r trying to make… https://t.co/DenS75qXId
2801,"This NYE be smart not stupid. Don’t drink and drive. Love u all.
#DontDrinkAndDrive
#RaeesKiSuno https://t.co/hY7GwUP7yU"
2802,My beautiful children without the masks they wear at the airports. https://t.co/F0LAfswoxP
2803,This is beautiful https://t.co/sabams6vxK
2804,@udaychopra yes a kind of an Anhedonia as days come to an inconclusive end.  https://t.co/M9ejkSHbUo
2805,@udaychopra no dude it’s just the end of the year feeling… not Weltschmerz https://t.co/CRZnPgaA4J
2806,Thank u Trident Hyderabad. Ur hospitality as always made me feel extremely special. https://t.co/5yeL8ShTkD
2807,"Honoured by the doctorate given by MANUU.Thx to Zafar sahib, faculty staff &amp;Ministry of HRD. Bad pic &amp; worse cold! https://t.co/Dbo11ZeYMK"
2808,Our Christmas tree is getting readied…now waiting for Santa. Merry Christmas to everyone… https://t.co/q6qMOXcr9U
2809,@sonamohapatra &amp; Ram no better place to have started the Christmas Eve. Have a good one &amp; thx for ur time.  https://t.co/e972zBWHQm
2810,"@Mdzeeshanayyub zyada pyaar mat kar, kal phir shooting pe bula loonga. Thx for being the actor you are. Respect. https://t.co/rEMtSR5MVF"
2811,@mayurpuri mera bhi. Thank u. Bless u &amp; now set up the tree for the kids. Merry Christmas. I have to set up mine. https://t.co/r9OR4tFFAP
2812,"@menakanagarajan &amp; team will miss u all so much. Damn nearly two years together, as good as being married!Lov u all https://t.co/PR5qW0qbe9"
2813,Working round the clock so not getting time to be with the babies…so just…here’s looking at u kid… https://t.co/bV5gWA02dw
2814,Awesome my man. https://t.co/Y6BIhr1ykL
2815,How beautifully graceful is this! https://t.co/CdRNaytILJ
2816,At Raees wrap getting gifts from unit is a bonus. Yay. @MrSheetalsharma gave me this cool Raees jacket. Thx https://t.co/6MHwD9JTMp
2817,"Sonali I believe in all I make u believe in &amp; i’m a feminist to the core,that is the only mardonwali baat I know https://t.co/g6K10mCmwV"
2818,Aise toh mat karo yaar. How to dance like this now!! https://t.co/jLQu475l9u
2819,See u soon https://t.co/zxqk8MjTB7
2820,Thank u Malaysia and all the best to the kids for life.  https://t.co/ORugpAyokU
2821,This is so cool.  https://t.co/JTbxsDwQAz
2822,@PawniAPandey thank u for making the song come alive. U r the other Laila of the song!  https://t.co/br33jeuTG9
2823,@karanjohar what I loved is that the interviewer was relentless. I want to do KWK like this with u when I am 90!! https://t.co/j3mZPWfKBD
2824,Thank u so much @govinda_herono1 bhaiyya. Kaise ho aap. U r my inspiration. Love U. https://t.co/Z1AsYmpEba
2825,"Uff @SunnyLeone urf Laila akhir aap yahaan hai, yahaan hain..yahaan https://t.co/CQfdZLSjIc"
2826,Ab toh papa ko bhi Bol diya...can't wait any longer. Be here NOW!! https://t.co/Q64Kdb9pPU
2827,"Maybe if I try my old world charm, Laila will be here faster. If some of you can also give it a go...?! https://t.co/rX9hNivPfI"
2828,"Maybe if I try my old world charm, Laila will be here faster. If some of u can also give it a go…?! https://t.co/bh9vRhMdhn"
2829,@SunnyLeone kabse khamosh hue ho jaane jahan kuch bolo … kya abhi aur sitam dhane ko jee chahta hai.  Ab aa jao. https://t.co/nUxXMGoz3G
2830,"Yeh zulfein jo dekhe baadal, Saare baras barse woh paagal…Suniye toh…@javedakhtarjadu listening to song in the car. Kya baat hai sir..kamaal"
2831,Sometimes ones best does not always answer…so a very heartfelt thx Colours Sansui Stardust awards for Fan &amp; Gaurav. Want to work harder now.
2832,Absolutely awesome @RamSampathOMGM &amp; the ebullient @SunnyLeone r bringing bak a blast from the past #Lailaaaraheehai https://t.co/cMWUaRSsHG
2833,“Discussions should be an exchange of knowledge…not an exchange of ignorance“. This is not a reactionary statement…it’s just…morning musing
2834,It was fun celebrating the women. Thank u and hope u all enjoy it.  https://t.co/JbOv7ianzD
2835,Ha ha. This one is for lil one. https://t.co/3yeJ58sAru
2836,Can’t be a better day to welcome my friend who has given me one of my best films ever. Give him love @ashgowariker https://t.co/GUu1ajZmQd
2837,"@AzmiShabana absolutely. Sumeimes actors just hav such a massive talent around them, that they shine without effort https://t.co/xMdgYefCPy"
2838,Thank u it’s very beautiful. https://t.co/zP2CrxpP7o
2839,Yeh jo Des hai mera Swades hai mera..Can’t thx Ashutosh enuff for such a lovely film.Whole cast/crew had such faith in goodness &amp; Indianness
2840,@shiekhspear love u https://t.co/09Y0CRBDKa
2841,Yay thank u @netflix for giving my movies such a cool place to live in. https://t.co/sGys9Hhg8c
2842,Don't ever let fear get in the way of what you want! #TalkLikeRaees #DialogueBaazi https://t.co/sMk9LelxZ4
2843,@karanjohar I only remember u fainting on the sets!!  Wot an honour to work with such a stellar cast &amp; crew. Thx https://t.co/bLi1VNopCR
2844,"no matter wot happens 2 us,wot hurts us,wotever life mite have meted 2 us;none of us hav an excuse not 2 express lov https://t.co/l3QqRIjVJC"
2845,Now the secret behind the visual effects of Fan the Film. Vfx made in India &amp; never done before by anyone.   https://t.co/o3pQ8JMdcM
2846,This is too sweet… https://t.co/ZaHNXdf2Mg
2847,"@NSaina next time will come on the ride with u. But  Let me warn u, I am a nervous rider so will hold ur hand tight  https://t.co/88NmgUvmm7"
2848,"Whatever a person does, big or small, is of some significance. 
#Dialoguebaazi #TalkLikeRaees https://t.co/5Qs3QXwi9e"
2849,@Anilsharma_dir thank u so much.  https://t.co/ZvgURvUp4V
2850,2 the coolest &amp; greatest of em all. Wishing u health happiness &amp; years of entertainment for us.Happy B’Day Thalaivaa https://t.co/xLwRSBbuJe
